582	Abraham	Sandra	H		1991-12-25	12	1200015	104320	2280	19	F	W	2012-03-19	2016-04-08	4	80.0	.00	44.58	44.58	66.87	92726.14	5
590	Kleinpeter	Cynthia	A		1993-03-05	41	4130000	100223	2260	12	F	W	2012-01-09	2014-02-27	2	60.0	.20	32.61	39.13	58.69	50865.88	5
604	Adams	Leif	T		1968-08-04	50	5020001	5010	3140	19	M	B	1988-07-28	2015-04-26	26	80.0	.00	29.60	29.60	48.73	61567.22	5
639	Aguiluz	Robert	N		1962-06-24	52	5210001	400275			M	W	1982-07-01	1992-08-17	10	80.0	.00	10.00	10.00	15.00	20800.00	5
825	Adams	Daniel	J	II	1961-04-05	51	5120001	170170	7260	14	M	W	1978-08-01	2008-02-21	29	112.0	.20	21.26	25.51	38.26	61904.18	5
876	Addison	Earl	K	Jr	1969-01-30	61	6114016		901	2	M	W	1988-11-03	1989-10-07	0	80.0	.00	6.67	6.67	10.00	13872.04	5
906	Addison	Calvin	W		1970-10-02	51	5130001	171115	7120	14	M	B	1989-05-01	2005-07-22	16	84.0	.11	20.99	23.30	34.95	45839.04	5
2070	Alford	Ronald	L		1941-07-05	50	5060001	5020	2116	7	M	W	1962-04-01	1991-08-01	29	86.0	.20	14.38	17.25	28.13	29905.20	5
2089	Alford	Ruby	S		1957-06-01	50	5020001	105470	100	2	F	W	1977-11-01	1991-08-07	13	40.0	.00	4.55	4.55	6.82	4732.00	5
2097	Alkazin	Norman	F		1951-04-30	9	970002		212	8	M	W	1970-04-02	1993-04-17	23	80.0	.15	15.69	18.05	29.32	32641.96	5
2143	Altazan	Daniel	R		1950-07-07	50	5020001	5015	1916	10	M	W	1970-06-01	1995-12-02	25	80.0	.20	14.88	17.86	29.04	30954.04	5
2151	Alonzo	Perrie	D		1947-12-22	51	5120001	170120	7235	9	M	W	1965-02-01	1994-08-23	29	121.0	.20	9.95	12.44	19.40	28983.12	5
2178	Altazin	Louis	S	III	1932-09-11	51	5110001		1800	7	M	W	1953-05-12	1985-02-16	0	86.0	.00	11.67	11.67	17.51	24276.00	5
2283	Alsander	Charles	E		1965-09-09	51	5120001	170115	7220	14	M	B	1986-01-16	2006-06-08	20	112.0	.15	16.21	18.65	27.97	47215.22	5
2305	Alford	Gary	G		1965-08-05	50	5020001	5020	3160	19	M	W	1983-07-18	2015-07-16	32	80.0	.00	34.62	34.62	56.26	72012.20	5
2313	Albritton	Nancy	F		1984-02-15	12	1200015	104207	1150	19	F	W	2006-01-03	2018-01-01	12	20.0	.00	23.92	23.92	35.87	12436.06	5
2321	Allen	Charlie		Jr	1950-12-28	70	7032202		110	11	M	B	1969-04-30	1994-12-24	25	80.0	.20	10.22	12.26	18.39	21249.02	5
2348	Alexander	Clay		Jr	1994-10-03	50	5050021	405470			M	B	2012-10-02		6	40.0	.20	7.25	7.25	10.88	7540.00	0
2372	Alexander	Johnnell			1949-08-19	70	7030202	151375	6111	11	M	B	1971-04-06	1997-07-19	26	80.0	.20	10.91	13.10	19.65	22701.12	5
2380	Allen	Tommy	G		1969-09-22	10	1030001		6400	3	M	W	1987-07-16	1991-07-01	3	121.0	.00	5.93	5.93	10.32	17279.52	5
2399	Alexander	Huey	P		1956-03-05	70	7025001	151605	114	10	M	B	1978-03-29	1995-01-07	16	80.0	.11	12.01	13.34	20.00	24990.16	5
2429	Allen	Patricia	H		1968-03-25	50	5020001	105470	100	1	F	B	1988-02-02	1998-09-24	10	40.0	.00	5.15	5.15	7.72	5356.00	5
2445	Miller	Carrie	S		1950-04-26	9	910002		110	50	F	W	1971-08-23	1992-05-30	20	80.0	.15	10.58	12.16	18.24	21996.00	5
2461	Allain	Randy	P		1997-05-13	12	1200015	104105	1050	5	M	W	2018-03-12		0	40.0	.00	9.76	9.76	14.64	10147.02	0
2518	Barnes	Tristan	S		1964-06-21	45	4500000		2700	7	F	B	1985-02-04	1988-12-31	0	80.0	.00	17.65	17.65	26.47	36708.10	5
2526	Alsander	Samuel	E		1970-12-27	51	5120001	170120	7235	21	M	B	1988-06-06	2018-03-08	29	112.0	.00	27.46	27.46	41.19	79968.20	5
2534	Albert	Freddie			1950-07-13	70	7031102	151445	211	8	M	B	1972-01-17	2000-04-15	28	80.0	.20	16.10	19.33	28.99	33497.10	5
2569	Albin	Theodore	G	Jr	1956-02-18	51	5120001	170105	7201	14	M	W	1976-09-16	2006-05-05	29	112.0	.20	12.97	15.57	23.35	37771.24	5
2577	Allen	Darryl	W		1963-01-31	89	8999999		111	2	M	B	1982-11-13	1992-05-21	10	80.0	.00	7.97	7.97	11.96	16582.02	5
2607	Alonzo	Perry	D	Jr	1962-03-03	51	5120001	170170	7260	14	M	W	1981-05-16	2012-03-30	30	112.0	.20	22.11	26.53	39.80	64380.16	5
2631	Alexander	Beverly	A		1969-01-06	50	5020001	405470	8081	1	F	B	1989-10-27	1990-06-26	0	40.0	.00	4.01	4.01	6.02	4170.66	5
2658	Alcorn	William	D		1953-01-18	50	5020001	999999			M	B	1973-02-16	2000-03-16	27	80.0	.20	19.53	23.87	38.40	40621.10	5
2666	Allen	Willie	E		1959-08-26	60	6044666		115	12	M	B	1977-07-11	2001-04-26	23	80.0	.18	13.98	16.50	24.75	29081.00	5
2739	Alex	Jeffery	W		1958-03-21	70	7031102	151375	6111	12	M	B	1978-06-17	1998-11-19	20	80.0	.15	11.24	12.92	19.38	23370.10	5
2755	Scott	Alonzo		Jr	1965-08-18	50	5020001	5015	3150	12	M	B	1986-05-12	2014-07-03	28	80.0	.20	25.60	31.15	51.06	53251.12	5
2763	Allen	Rita	K		1991-09-04	12	1200015	104105	1050	10	F	B	2013-09-11	2015-08-14	1	40.0	.00	11.27	11.27	16.91	11723.14	5
2801	Allen	Earnest	W	Jr	1969-12-12	53	5330001		800	1	M	B	1989-12-13	1990-05-19	0	86.0	.00	6.17	6.17	9.26	12840.00	5
2828	Allen	Vance	G		1954-04-27	51	5120001	170110	7210	9	M	B	1974-10-16	1992-04-30	17	121.0	.10	7.60	9.05	11.97	22116.00	5
2860	Flemming	Margie	A		1960-12-22	70	7034102	151375	1080	12	F	B	1978-02-12	2008-01-24	29	80.0	.20	13.55	16.26	24.39	28181.14	5
2887	Ainsworth	Alex	P		1961-09-28	70	7070403	120425	209	11	M	W	1983-11-14	2000-01-15	16	80.0	.11	15.98	17.73	26.60	33231.12	5
2895	Albaugh	Jay	A		1967-07-30	52	5210001	120215	186	11	M	W	1985-06-01	1995-01-27	9	84.0	.00	16.03	16.03	24.05	35010.30	5
2917	Albert	Ralph	L		1959-12-19	50	5010001	5005	1416	12	M	B	1981-05-04	2002-12-28	21	80.0	.16	16.45	19.08	31.21	34210.28	5
2933	Allen	Marvin	L		1957-10-14	60	6001006		3000	7	M	B	1978-10-25	1989-03-10	0	86.0	.00	20.35	20.35	30.52	42324.00	5
3549	Allison	Glenda	B		1967-07-08	50	5020001	405470	8081	1	F	W	1989-08-21	1989-10-18	0	40.0	.00	4.01	4.01	6.02	4170.66	5
4006	Antoine	Tonia	J		1983-10-24	61	6114016	105665	1160	19	F	B	2004-07-12	2017-09-27	13	80.0	.00	25.11	25.11	37.67	52231.14	5
4049	Andre	Earl	J	Jr	1943-12-09	51	5120001	170115	7220	9	M	W	1963-02-16	1990-08-16	27	121.0	.20	8.63	11.33	18.61	25128.24	5
4065	Andre	Joseph			1931-10-02	51	5110001		7100	6	M	W	1951-01-16	1985-11-01	0	121.0	.00	9.14	9.14	13.70	26604.24	5
4154	Anthony	James	D		1941-06-16	50	5010001	5020	2116	7	M	W	1962-11-16	1992-02-01	29	86.0	.20	14.38	17.25	28.13	29905.20	5
4243	Anders	John	D		1953-08-29	50	5020001	5020	2116	12	M	W	1971-09-15	1999-07-16	27	80.0	.20	17.99	21.58	34.97	37411.14	5
4251	Amato	Wayne	C		1993-03-04	70	7070303	999999			M	W	2015-01-10	2015-03-06	0	40.0	.00	31.50	31.50	47.25	.00	5
4286	Anthony	Kathleen	O		1969-09-12	50	5050001	110090	1070	12	F	B	1989-08-10	2010-11-23	21	80.0	.20	12.90	15.48	23.23	26839.02	5
4340	Denova	Shelia	D		1966-10-20	70	7001000		6111	12	F	W	1986-06-02	1998-04-28	11	80.0	.06	11.24	11.91	17.86	23370.10	5
4456	Anders	Anthony	T		1955-01-21	50	5020001	5015	1916	12	M	W	1972-10-16	1998-11-01	26	80.0	.20	16.60	20.36	33.13	34532.16	5
4553	Anthony	David	D		1964-04-02	9	970002	183140	1200	12	M	W	1983-02-14	2008-05-09	25	80.0	.20	24.33	29.20	47.47	50609.00	5
4588	Carley	Jana	A		1963-08-31	41	4130000		2100	3	F	W	1984-07-16	1989-01-21	0	80.0	.00	11.15	11.15	16.73	23195.90	5
4618	Anders	Kerry	D		1953-05-08	16	1600000		114	12	M	W	1975-06-16	1999-06-10	24	80.0	.19	12.94	15.40	23.09	26910.00	5
4642	Anderson	John	V		1957-06-05	70	7090100	151235	6114	12	M	W	1975-01-13	1999-07-17	24	80.0	.19	12.95	15.41	23.11	26928.20	5
4669	Anderson	Deloris			1964-02-22	50	5020001	105470	100	1	F	B	1981-03-10	1998-07-04	17	40.0	.00	5.15	5.15	7.72	5356.00	5
4693	Anglin	David	M		1977-05-18	77	7704002	151380	1100	19	M	W	1999-06-11	2016-08-22	17	80.0	.00	18.74	18.74	28.11	38976.08	5
4766	Ansley	Randall			1968-04-20	52	5230001		5500	2	M	W	1988-07-10	1990-06-15	2	91.0	.00	7.62	7.62	11.42	16632.00	5
4790	Anderson	Janice	R		1958-09-30	20	2010000	110450	2180	12	F	B	1979-07-03	2009-04-16	29	80.0	.20	22.07	26.48	39.72	45904.04	5
4804	Anderson	Roy	A		1969-05-26	5	550000		117	12	M	W	1988-08-01	1998-03-06	9	80.0	.00	14.95	14.95	22.42	31094.18	5
4812	Andrews	Rebecca	S		1961-05-10	12	1200015	104310	2220	11	F	W	1980-05-12	2012-04-09	32	80.0	.20	26.04	31.25	46.88	54171.00	5
4898	Everson	Kathleen	A		1959-01-22	70	7020001	107345	1140	11	F	B	1979-05-02	2008-12-31	29	80.0	.20	17.63	21.15	31.73	36665.20	5
6009	Arboneaux	Ruffin	J	Jr	1944-12-06	51	5120001	170115	7220	9	M	W	1965-02-01	1992-04-06	27	121.0	.20	8.63	11.55	18.93	25128.24	5
6084	Ard	Doris	A		1948-07-18	50	5060001		108	12	F	W	1966-01-24	1995-09-01	29	80.0	.20	9.55	11.46	17.20	19869.98	5
6130	Artieta	Donald	R		1949-05-05	51	5120001	999999			M	W	1966-11-01	1995-11-15	33	121.0	.20	9.57	11.48	17.23	30190.68	5
6165	Arnold	Gervis	R	Jr	1948-06-12	70	7032202	151380	6112	12	M	W	1970-07-21	1998-07-04	27	80.0	.20	11.78	14.13	21.20	24496.16	5
6173	Arrington	Larry	R		1946-12-16	70	7030102		110	10	M	W	1968-11-07	1996-02-20	27	80.0	.20	9.92	11.90	17.85	20629.96	5
6319	Arbour	Larry	D		1951-08-22	50	5020001	5020	2116	12	M	W	1972-12-16	2000-01-01	27	80.0	.20	18.53	23.38	37.67	38533.04	5
6327	Arceneaux	Tyrone	M		1953-05-15	51	5120001	170120	7235	14	M	W	1973-03-01	2000-06-16	27	.0	.20	13.11	13.11	19.67	38190.10	5
6386	Aucoin	Andrew	L	Jr	1951-05-23	51	5120001	999999			M	W	1973-08-01	1999-04-01	27	112.0	.20	11.37	13.64	20.47	33111.26	5
6505	Armwood	Earnest	M	Jr	1953-03-21	70	7030102	151375	6111	12	M	B	1974-11-01	2000-06-17	25	80.0	.20	11.57	13.89	20.83	24071.06	5
6521	Girona	Angela	A		1967-12-29	12	1200015	104105	107	9	F	W	1987-01-14	2003-02-24	16	40.0	.11	8.75	9.71	14.57	9101.04	5
6548	Armstead	Gussie	M		1956-05-17	46	4610000		1500	6	F	B	1976-11-22	1989-06-16	0	86.0	.00	9.76	9.76	14.63	20292.00	5
6564	Arnold	Gene	T		1960-02-19	70	7020001	107625	211	12	M	W	1977-05-09	1995-08-05	18	80.0	.13	17.34	19.59	29.39	36061.22	5
6580	Angel	Gloria	M		1969-10-14	70	7032202	160105	107	1	F	B	1990-07-09	1990-09-29	0	80.0	.00	6.39	6.39	9.58	13290.94	5
6599	Armoney	Conrad	N	Jr	1960-04-02	51	5120001	170115	7220	14	M	W	1977-08-01	2004-03-09	26	112.0	.20	14.74	17.68	26.53	42913.26	5
6610	Arnold	Michael	A		1962-08-17	50	5020001	5010	3140	12	M	W	1979-09-17	2004-10-01	25	80.0	.20	18.96	22.75	36.72	39432.12	5
6645	Armstrong	Charles	E		1964-06-28	50	5010001	5015	3150	12	M	B	1983-07-18	2009-11-16	26	80.0	.20	25.60	30.72	50.41	53251.12	5
6696	Cook	Kittie	S		1962-08-28	9	920002	151375	1080	12	F	B	1982-01-23	2011-04-04	29	80.0	.20	13.55	16.26	24.39	28181.14	5
6750	Anderson	Owen	K		1965-09-16	50	5050001	5010	3140	12	M	W	1987-04-27	2012-01-23	24	80.0	.19	23.60	28.08	46.44	49078.12	5
6777	Ardoin	Francis	G		1967-04-20	21	2110000	182105	114	12	M	W	1986-01-28	1999-01-30	13	80.0	.08	12.94	13.97	23.56	26910.00	5
6793	Arceneaux	Bryan	E		1963-04-22	51	5130001	171125	7130	14	M	W	1980-09-01	2005-05-27	24	84.0	.19	22.80	27.14	40.70	49803.00	5
6807	Armanini	Michael	J		1968-09-25	52	5210001	120220	295	12	M	W	1986-03-31	1999-02-26	12	84.0	.07	18.46	19.75	29.62	40306.24	5
6831	Arnett	Richard	R		1967-10-08	50	5060001	5020	3160	19	M	W	1987-04-27	2018-02-07	30	80.0	.00	34.62	34.98	56.80	72012.20	5
6858	Arceneaux	Priscilla	N		1965-03-04	32	3200000				F	W	1982-05-16	1995-12-23	13	80.0	.00	4.21	4.21	6.31	8753.94	5
6874	Ard	Merdis	E		1968-12-02	41	4140100	111108	1090	12	F	B	1989-04-25	2010-09-10	21	80.0	.16	14.23	16.50	24.75	29590.08	5
8087	Aucoin	Richard	T		1953-10-03	51	5110001	999999			M	W	1972-10-10	1996-07-16	27	86.0	.20	17.40	20.87	31.31	39199.94	5
8133	Averett	Joseph	B		1933-01-15	51	5120001		6500	7	M	W	1953-05-14	1985-05-01	0	121.0	.00	7.27	7.27	10.91	21180.24	5
8257	Landry	Penny	A		1955-07-14	20	2010000	110430	113	12	F	W	1977-08-26	2003-01-24	25	80.0	.20	12.70	15.24	22.86	26415.22	5
8281	Aucoin	Larry	M		1951-09-24	41	4130000		212	11	M	W	1969-07-21	1995-01-20	25	80.0	.20	17.66	21.20	31.79	36739.04	5
8303	Attuso	Cheryleen	B		1948-06-18	12	1200015	110118	109	11	F	W	1969-04-04	1999-01-02	29	80.0	.20	9.88	11.85	17.78	20545.20	5
8311	Averette	Lynn	W		1948-02-21	50	5010001	5015	1916	11	M	W	1969-09-15	1997-02-01	27	80.0	.20	15.56	18.67	30.41	32361.16	5
8346	Storms	Lisa	A		1960-05-02	20	2010000	110625	113	12	F	W	1978-02-25	1998-02-28	20	80.0	.15	12.33	14.18	21.27	25646.14	5
8370	Attuso	John	D		1961-09-07	50	5020001	5020	3160	12	M	W	1983-07-18	2014-08-22	31	80.0	.20	27.65	33.18	54.10	57510.18	5
8435	Aucoin	Richard	C		1967-04-25	51	5120001	170170	7260	21	M	B	1988-06-06		30	112.0	.00	29.42	29.42	47.23	85680.14	0
8478	Austin	Marshall	J		1966-06-19	70	7070303	151575	114	12	M	W	1985-07-16	1998-11-18	13	80.0	.18	12.94	15.27	22.90	26910.00	5
8494	Austin	Mantle	J		1965-02-01	77	7704002	151395	1150	19	M	W	1986-11-04	2018-02-22	31	80.0	.00	23.92	23.92	35.87	49743.98	5
8508	Ashley	Brenda	K		1967-12-16	52	5210001	120210	196	3	F	W	1986-09-23	1990-03-11	4	121.0	.00	7.83	7.83	11.74	22795.20	5
8516	Augustus	Evelyn	Y		1962-09-12	53	5310001	105148	2180	11	F	B	1980-06-16	2010-01-21	29	80.0	.20	21.43	25.71	38.57	44567.12	5
8524	Ashley	Alan	T		1966-06-23	52	5210001	120215	197	6	M	W	1986-10-10	1990-03-11	4	121.0	.00	8.98	8.98	13.46	26137.92	5
8532	Averette	Davie	D		1954-07-19	50	5020001	5010	1716	12	M	W	1973-02-16	1999-09-25	26	80.0	.20	15.76	18.91	30.96	32774.04	5
8559	Augustus	John	W		1963-06-08	51	5120001	170120	7235	14	M	B	1983-07-16	2014-04-10	30	112.0	.20	20.64	24.76	37.14	60090.16	5
8567	Attuso	James	L		1963-07-09	50	5020001	5020	3160	19	M	W	1985-03-25	2016-03-23	31	80.0	.00	34.62	34.62	56.26	72012.20	5
8583	Augustus	Willie			1955-01-10	70	7010000		1401	3	M	B	1975-02-03	1989-05-12	0	80.0	.00	8.34	8.34	12.50	17339.92	5
8591	Augustus	Deloris			1957-01-12	41	4140300	111130	1090	12	F	B	1975-02-18	2006-03-09	31	80.0	.20	14.23	17.07	25.61	29590.08	5
8648	Aucoin	Gilbert	D		1959-03-13	22	2200000	550908	8021	1	M	W	1980-03-24	2008-12-31	28	80.0	.00	1.73	1.73	2.60	3599.96	5
8672	Ashford	Melanie	G		1962-04-03	20	2010000	110435	1130	1	F	W	1981-05-26	2012-09-07	31	80.0	.20	12.49	14.99	22.49	25983.10	5
8699	Autrey	Otis	L	Jr	1965-10-30	51	5110001	173120	7080	21	M	B	1988-06-06		30	80.0	.00	42.57	43.56	69.66	88535.98	0
8710	Auzenne	Stacy	C		1967-02-17	41	4150000		1800	1	M	W	1988-08-15	1989-04-22	0	80.0	.00	8.98	8.98	13.47	18684.12	5
8753	Averett	Donald	R		1952-08-24	51	5120001	170115	7220	14	M	W	1974-10-16	2000-03-01	25	112.0	.20	11.71	11.71	17.57	34104.20	5
8761	Aucoin	James	E		1969-05-24	12	1200015	104105	103	5	M	W	1987-01-06	1993-05-21	6	40.0	.00	5.93	5.93	8.90	6168.50	5
8788	Augustus	James	C		1962-05-28	89	8999999	141715	116	4	M	B	1981-12-14	1991-10-11	12	80.0	.05	10.75	11.29	16.94	22364.94	5
8818	Ashford	John	D	Jr	1965-01-25	52	5230001	999999			M	W	1984-10-31	1996-06-17	13	84.0	.08	12.14	13.11	19.67	26511.94	5
8826	Starkey	Nelda	L		1956-02-14	50	5020001	999999			F	W	1978-02-16	2007-12-13	29	80.0	.20	25.72	30.86	49.97	53498.12	5
8834	Aucoin	Rodger	N	Sr	1967-02-12	53	5310001	320245	2260	11	M	W	1987-07-01	2005-05-14	17	80.0	.12	30.73	34.42	51.63	63928.28	5
8842	Austin	Kenneth	R		1964-11-01	70	7020001	101220	1170	12	M	B	1982-04-05	2011-09-29	29	80.0	.20	21.02	25.22	37.83	43717.96	5
8877	Thomas	Zelotes	A		1975-12-21	40	4030100		107	1	F	B	1993-09-28	1993-11-12	0	80.0	.00	6.39	6.39	9.58	13290.94	5
8915	Ashe	Deborah	S		1963-10-15	44	4400000	102345	2220	19	F	W	1985-07-22	2017-01-27	31	80.0	.00	33.63	33.63	50.45	69955.08	5
8923	Aucoin	Walter	T		1965-03-21	51	5120001	170110	7210	14	M	W	1986-01-16	2001-02-09	15	112.0	.10	12.97	14.27	21.40	37764.22	5
9016	Augustus	Tracy	N		1971-08-15	12	1200015	104105	103	2	F	B	1989-08-07	1991-12-01	2	40.0	.00	5.43	5.43	8.14	5645.12	5
10006	Babin	Albert	E		1946-07-03	50	5050001	5025	2316	11	M	W	1966-10-03	1997-03-29	30	80.0	.20	18.07	21.68	34.93	37586.12	5
10057	Bailey	Fred			1973-07-04	89	8999999	999999			M	B	1993-08-20	1991-08-24	0	999.0	.00	.00	.00	.00	12.00	5
10073	Bailey	Toler			1944-12-23	89	8999999	999999			M	B	1966-12-07	1993-01-09	27	80.0	.20	8.91	10.69	16.03	18522.92	5
10081	Bailey	Regina	H		1967-12-27	70	7003000		115	2	F	W	1988-03-28	1991-05-30	3	80.0	.00	9.66	9.66	14.49	20095.92	5
10103	Bailey	Terrell	W		1968-07-09	89	8999999	124105	105	7	M	B	1988-02-23	1993-11-04	5	80.0	.00	6.93	6.93	10.39	14405.04	5
10197	Banta	Sylvia	G		1945-02-26	5	510000		2300	7	F	W	1963-09-18	1989-05-16	0	86.0	.00	14.65	14.65	21.98	30480.00	5
10227	Babin	Rudolph	A	Jr	1964-03-04	50	5060001	5020	3160	12	M	W	1981-05-04	2012-05-11	31	80.0	.20	27.65	34.62	56.26	57510.18	5
10294	Womack	Billie	J		1956-10-10	52	5230001	123555	209	12	F	W	1977-01-28	2001-02-10	24	80.0	.19	16.46	19.58	29.37	34227.96	5
10308	Bailey	Donald	E		1973-08-21	50	5060001	5005	3090	12	M	B	1995-03-24	2009-10-07	14	80.0	.17	20.89	24.86	41.62	43450.16	5
10324	Phillips	Sharon	B		1986-11-22	6	600000	114330	2180	19	F	W	2007-07-02	2016-05-27	8	60.0	.00	27.69	27.69	41.53	43188.86	5
10340	Bajon	Laurie	A		1992-05-19	12	1200015	104207	1150	19	F	W	2011-10-11		7	20.0	.00	23.92	23.92	35.87	12436.06	0
10359	Babin	Malcolm	J		1943-01-13	50	5020001	5020	2116	7	M	W	1961-12-01	1990-01-27	28	86.0	.20	13.80	16.56	27.09	28704.00	5
10367	Baker	Jeremy	J		1976-05-06	12	1200015	104105	104	6	M	W	1996-10-28	1998-04-18	1	40.0	.00	6.70	6.70	10.05	6970.08	5
10375	Bagents	John	W	Jr	1957-11-02	51	5120021	170135	7035	14	M	W	1977-08-01	2003-04-05	25	80.0	.20	23.11	23.11	34.66	48062.04	5
10383	Banks	Milton	L		1959-04-06	51	5120001	170105	7201	14	M	B	1979-07-16	2007-04-19	27	112.0	.20	13.49	16.19	24.28	39282.10	5
10421	Bailey	Kenneth	W		1968-06-17	51	5120001	170120	7235	21	M	W	1988-06-06		30	112.0	.00	27.46	27.46	44.28	79968.20	0
10448	Bankston	Nathaniel	D		1949-02-03	32	3200000				M	W	1969-08-16	1995-12-23	26	80.0	.00	13.87	13.87	20.80	28839.98	5
10464	Ball	Fred	V		1966-02-17	51	5120001	170120	7235	21	M	B	1988-06-06		30	112.0	.00	27.46	27.46	44.28	79968.20	0
10472	Bagbey	Harry	F		1965-11-09	60	6047036		115	11	M	W	1987-10-24	1998-01-02	10	80.0	.05	13.18	13.84	20.76	27412.06	5
10510	Babin	Paul	R		1954-07-07	70	7090100	141115	1120	10	M	W	1975-04-07	2005-01-15	29	80.0	.20	15.07	18.08	27.13	31347.16	5
10529	Baker	Jason	E		1967-11-13	12	1200015	104105	103	10	M	W	1986-12-29	1994-07-01	7	40.0	.00	6.88	6.88	10.31	7151.04	5
10537	Bahm	Michael	L		1950-03-26	70	7070443		214	11	M	W	1972-01-05	2001-09-01	29	80.0	.20	20.33	24.40	36.60	42292.12	5
10545	Bankston	Alfred	J		1952-01-08	51	5120001	999999			M	B	1972-01-01	1998-02-28	28	112.0	.20	9.72	11.66	17.49	28292.16	5
10553	Baker	Tracy	D		1968-07-25	52	5210001	120210	196	3	M	W	1989-12-27	1991-08-31	1	112.0	.00	7.83	7.83	11.74	22795.76	5
10561	Bailey	Belle	M		1965-10-06	12	1200015		1300	2	F	W	1987-06-17	1989-05-26	0	20.0	.00	7.69	7.69	11.54	3999.06	5
10596	Baham	Melodye	Y		1973-11-17	41	4140300	100753	2280	19	F	B	1994-07-25		24	80.0	.00	44.58	44.58	66.87	92726.14	0
10626	Baker	Joseph	D		1961-02-17	12	1200015	104320	218	11	M	W	1979-02-26	2000-04-08	21	80.0	.16	24.69	28.64	42.96	51353.12	5
10634	Babin	A	M		1969-05-09	1	120030	550916	8021	1	M	W	1989-01-01	1992-12-31	4	80.0	.00	1.73	1.73	2.60	3599.96	5
10642	Ballard	Tammy	A		1968-05-02	28	2800000		106	3	F	W	1990-01-02	1992-05-30	2	80.0	.00	6.46	6.46	9.69	13439.14	5
10677	Baker	Laverne	W		1956-10-25	12	1200015	104205	111	12	F	B	1974-11-25	1991-10-15	16	80.0	.10	10.71	11.79	17.68	22284.86	5
10707	Baker	Roderick	V		1965-10-29	70	7070403	151515	116	1	M	B	1985-04-23	1990-12-31	5	80.0	.00	9.84	9.84	14.76	20466.94	5
10731	Bailey	John	T		1967-06-17	53	5330001	124265	1170	19	M	B	1986-03-08	2017-01-13	30	80.0	.00	26.37	26.37	39.55	54843.10	5
10758	Bailey	Stephen	J	Jr	1955-08-07	70	7020001	107355	118	10	M	W	1973-03-12	1999-09-25	26	80.0	.20	14.79	17.74	26.62	30757.22	5
10766	Richard	Pamela			1988-09-15	70	7004000	110132	1090	12	F	B	2008-07-07	2010-03-25	1	80.0	.20	14.23	17.07	25.61	29590.08	5
10774	Bankston	Timothy	L		1970-03-30	78	7803000	109585	2270	18	M	W	1990-01-08		28	80.0	.00	41.70	41.70	62.55	86731.06	0
10804	Sims	Brunetta			1955-08-25	70	7010000	124115	6109	12	F	B	1974-09-03	2000-12-02	26	80.0	.20	10.53	12.64	18.95	21902.14	5
10812	Bandaries	Jeri	L		1958-01-09	5	510000	110128	1070	11	F	W	1976-03-03	2004-12-03	28	80.0	.20	12.16	14.60	21.89	25298.00	5
10820	Bacas	Linda	B		1961-07-14	50	5020001	105470	100	1	F	W	1980-08-20	2000-06-01	19	40.0	.00	5.30	5.30	7.96	5516.68	5
